user_number,session_group,trialIndex,tubeTypeIndex,tip_direction,face_id,faceSide,towards_away,raw_angle,angle,latency,valid,sightType
72,AT004,9,1,right,ID015,right,towards,12,12,2480,True,sighted
72,AT004,10,2,left,ID015,right,away,-8,8,1454,True,sighted
72,AT004,11,0,right,ID015,left,away,9,9,1317,True,sighted
72,AT004,12,3,right,ID015,left,away,22,22,2002,True,sighted
72,AT004,13,2,left,ID015,left,towards,-10,10,1451,True,sighted
72,AT004,14,3,right,ID015,right,towards,22,22,1834,True,sighted
72,AT004,15,0,right,ID017,right,towards,11,11,1726,True,sighted
72,AT004,16,3,left,ID015,left,towards,-13,13,1372,True,sighted
72,AT004,17,2,right,ID015,right,towards,7,7,1210,True,sighted
72,AT004,18,1,right,ID015,left,away,-15,15,1481,True,sighted
72,AT004,19,3,right,ID017,right,towards,16,16,1484,True,sighted
72,AT004,20,1,left,ID015,left,towards,-13,13,1247,True,sighted
72,AT004,21,0,left,ID017,left,towards,-19,19,2636,True,sighted
72,AT004,22,0,left,ID015,left,towards,-14,14,1477,True,sighted
72,AT004,23,2,left,ID017,left,towards,-17,17,1614,True,sighted
72,AT004,24,3,left,ID017,left,towards,-16,16,1422,True,sighted
72,AT004,25,2,right,ID017,right,towards,12,12,1329,True,sighted
72,AT004,26,0,right,ID015,right,towards,14,14,1447,True,sighted
72,AT004,27,2,right,ID017,left,away,13,13,1725,True,sighted
72,AT004,28,1,left,ID017,right,away,-20,20,1981,True,sighted
72,AT004,29,3,left,ID015,right,away,-14,14,1617,True,sighted
72,AT004,30,0,left,ID017,right,away,-14,14,1519,True,sighted
72,AT004,31,1,left,ID015,right,away,-22,22,1680,True,sighted
73,AT004,0,0,left,ID017,right,away,0,0,3631,False,sighted
73,AT004,1,3,right,ID015,right,towards,0,0,493,False,sighted
73,AT004,2,0,left,ID017,left,towards,0,0,469,False,sighted
73,AT004,3,0,right,ID015,right,towards,0,0,424,False,sighted
73,AT004,4,2,left,ID015,left,towards,0,0,623,False,sighted
73,AT004,5,3,right,ID017,left,away,0,0,431,False,sighted
73,AT004,6,1,left,ID017,right,away,0,0,462,False,sighted
73,AT004,7,0,right,ID017,left,away,0,0,389,False,sighted
73,AT004,8,3,left,ID017,left,towards,0,0,405,False,sighted
73,AT004,9,3,left,ID015,left,towards,0,0,411,False,sighted
73,AT004,10,1,right,ID017,left,away,0,0,468,False,sighted
73,AT004,11,1,right,ID015,right,towards,0,0,468,False,sighted
73,AT004,12,2,right,ID015,left,away,0,0,417,False,sighted
73,AT004,13,0,left,ID015,right,away,0,0,437,False,sighted
73,AT004,14,1,left,ID015,right,away,0,0,358,False,sighted
73,AT004,15,0,left,ID015,left,towards,0,0,562,False,sighted
73,AT004,16,0,right,ID017,right,towards,0,0,828,False,sighted
73,AT004,17,1,left,ID015,left,towards,0,0,1251,False,sighted
73,AT004,18,2,right,ID017,right,towards,0,0,1007,False,sighted
73,AT004,19,3,left,ID017,right,away,0,0,786,False,sighted
73,AT004,20,2,right,ID015,right,towards,0,0,833,False,sighted
73,AT004,21,3,right,ID015,left,away,0,0,736,False,sighted
73,AT004,22,2,left,ID017,right,away,0,0,912,False,sighted
73,AT004,23,0,right,ID015,left,away,0,0,768,False,sighted
73,AT004,24,3,right,ID017,right,towards,0,0,744,False,sighted
73,AT004,25,2,left,ID017,left,towards,0,0,1218,False,sighted
73,AT004,26,2,left,ID015,right,away,0,0,1528,False,sighted
73,AT004,27,1,right,ID017,right,towards,0,0,843,False,sighted
73,AT004,28,2,right,ID017,left,away,0,0,901,False,sighted
73,AT004,29,1,right,ID015,left,away,0,0,1074,False,sighted
73,AT004,30,1,left,ID017,left,towards,0,0,2843,False,sighted
73,AT004,31,3,left,ID015,right,away,0,0,800,False,sighted
74,AT004,0,2,left,ID015,left,towards,0,0,180865,False,sighted
74,AT004,1,1,left,ID017,right,away,-5,5,14237,True,sighted
74,AT004,2,1,right,ID015,right,towards,7,7,8734,True,sighted
74,AT004,3,2,right,ID017,left,away,5,5,9376,True,sighted
74,AT004,4,2,left,ID015,right,away,-5,5,9383,True,sighted
74,AT004,5,0,left,ID015,left,towards,-4,4,5015,True,sighted
74,AT004,6,3,left,ID017,left,towards,-8,8,13343,True,sighted
74,AT004,7,0,right,ID015,left,away,5,5,4752,True,sighted
74,AT004,8,1,right,ID017,right,towards,8,8,4800,True,sighted
74,AT004,9,3,right,ID017,right,towards,10,10,4336,True,sighted
74,AT004,10,3,right,ID015,right,towards,10,10,4725,True,sighted
74,AT004,11,1,right,ID015,left,away,10,10,6304,True,sighted
74,AT004,12,2,left,ID017,left,towards,-5,5,5407,True,sighted
74,AT004,13,0,right,ID015,right,towards,5,5,2967,True,sighted
74,AT004,14,1,left,ID015,left,towards,-6,6,4263,True,sighted
74,AT004,15,2,left,ID017,right,away,-5,5,2704,True,sighted
74,AT004,16,3,right,ID017,left,away,9,9,3553,True,sighted
74,AT004,17,1,left,ID015,right,away,-7,7,3544,True,sighted
74,AT004,18,2,right,ID017,right,towards,5,5,3800,True,sighted
74,AT004,19,1,left,ID017,left,towards,-7,7,2312,True,sighted
74,AT004,20,1,right,ID017,left,away,8,8,3408,True,sighted
74,AT004,21,0,right,ID017,left,away,-5,5,2416,True,sighted
74,AT004,22,0,right,ID017,right,towards,5,5,4992,True,sighted
74,AT004,23,3,left,ID015,left,towards,-9,9,2951,True,sighted
74,AT004,24,3,left,ID015,right,away,10,10,2920,True,sighted
74,AT004,25,0,left,ID015,right,away,-5,5,3224,True,sighted
74,AT004,26,3,left,ID017,right,away,10,10,5575,True,sighted
74,AT004,27,2,right,ID015,right,towards,6,6,4024,True,sighted
74,AT004,28,0,left,ID017,left,towards,-5,5,2760,True,sighted
74,AT004,29,3,right,ID015,left,away,13,13,5063,True,sighted
74,AT004,30,2,right,ID015,left,away,6,6,2416,True,sighted
74,AT004,31,0,left,ID017,right,away,-5,5,2544,True,sighted
75,AT004,0,0,left,ID017,right,away,-13,13,139010,True,sighted
75,AT004,1,0,left,ID017,left,towards,-19,19,12280,True,sighted
75,AT004,2,0,left,ID015,right,away,-17,17,11982,True,sighted
75,AT004,3,0,left,ID015,left,towards,-19,19,6978,True,sighted
75,AT004,4,0,right,ID015,left,away,14,14,10537,True,sighted
75,AT004,5,0,right,ID017,left,away,21,21,5976,True,sighted
75,AT004,6,0,right,ID017,right,towards,14,14,8308,True,sighted
75,AT004,7,0,right,ID015,right,towards,16,16,9484,True,sighted
75,AT004,8,1,right,ID017,right,towards,30,30,13369,True,sighted
75,AT004,9,1,right,ID015,left,away,25,25,7093,True,sighted
75,AT004,10,1,right,ID017,left,away,28,28,9264,True,sighted
75,AT004,11,1,right,ID015,right,towards,28,28,6842,True,sighted
75,AT004,12,1,left,ID017,right,away,-29,29,6324,True,sighted
75,AT004,13,1,left,ID017,left,towards,-33,33,6817,True,sighted
75,AT004,14,1,left,ID015,right,away,-34,34,4904,True,sighted
75,AT004,15,1,left,ID015,left,towards,-30,30,4999,True,sighted
75,AT004,16,2,right,ID015,left,away,17,17,8969,True,sighted
75,AT004,17,2,left,ID017,left,towards,-16,16,8895,True,sighted
75,AT004,18,2,right,ID017,left,away,23,23,6096,True,sighted
75,AT004,19,2,left,ID015,left,towards,-26,26,9000,True,sighted
75,AT004,20,2,left,ID015,right,away,-27,27,5888,True,sighted
75,AT004,21,2,left,ID017,right,away,-34,34,3416,True,sighted
75,AT004,22,2,right,ID017,right,towards,31,31,5551,True,sighted
75,AT004,23,2,right,ID015,right,towards,34,34,4033,True,sighted
75,AT004,24,3,right,ID015,left,away,43,43,11919,False,sighted
75,AT004,25,3,right,ID017,right,towards,52,52,7183,False,sighted
75,AT004,26,3,right,ID017,left,away,47,47,5078,False,sighted
75,AT004,27,3,right,ID015,right,towards,49,49,3848,False,sighted
75,AT004,28,3,left,ID017,left,towards,-41,41,4592,False,sighted
75,AT004,29,3,left,ID015,left,towards,-47,47,5112,False,sighted
75,AT004,30,3,left,ID017,right,away,-50,50,4647,False,sighted
75,AT004,31,3,left,ID015,right,away,-50,50,4305,False,sighted
76,AT004,0,0,left,ID015,left,towards,-7,7,111622,True,sighted
76,AT004,1,2,left,ID015,left,towards,-7,7,13830,True,sighted
76,AT004,2,0,left,ID017,left,towards,-10,10,8567,True,sighted
76,AT004,3,1,right,ID015,left,away,12,12,6765,True,sighted
76,AT004,4,3,right,ID017,right,towards,14,14,16601,True,sighted
76,AT004,5,0,right,ID015,left,away,12,12,19823,True,sighted
76,AT004,6,3,left,ID015,right,away,-18,18,10263,True,sighted
76,AT004,7,1,right,ID017,right,towards,20,20,14263,True,sighted
76,AT004,8,3,left,ID017,left,towards,-13,13,7310,True,sighted
76,AT004,9,2,right,ID017,left,away,19,19,8697,True,sighted
76,AT004,10,2,right,ID015,right,towards,17,17,5887,True,sighted
76,AT004,11,0,right,ID017,left,away,17,17,6663,True,sighted
76,AT004,12,3,left,ID017,right,away,-26,26,8847,True,sighted
76,AT004,13,2,left,ID017,left,towards,-15,15,6271,True,sighted
76,AT004,14,2,right,ID015,left,away,13,13,11087,True,sighted
76,AT004,15,1,left,ID015,right,away,-27,27,20352,True,sighted
76,AT004,16,3,right,ID015,right,towards,29,29,4982,True,sighted
76,AT004,17,2,left,ID017,right,away,-20,20,3207,True,sighted
76,AT004,18,0,right,ID017,right,towards,24,24,4727,True,sighted
76,AT004,19,0,right,ID015,right,towards,29,29,4207,True,sighted
76,AT004,20,2,right,ID017,right,towards,21,21,4655,True,sighted
76,AT004,21,0,left,ID017,right,away,-22,22,4871,True,sighted
76,AT004,22,3,right,ID017,left,away,26,26,4935,True,sighted
76,AT004,23,1,right,ID017,left,away,30,30,7367,True,sighted
76,AT004,24,0,left,ID015,right,away,-20,20,3863,True,sighted
76,AT004,25,1,left,ID017,right,away,-28,28,9783,True,sighted
76,AT004,26,1,left,ID017,left,towards,-20,20,11847,True,sighted
76,AT004,27,3,right,ID015,left,away,26,26,4063,True,sighted
76,AT004,28,2,left,ID015,right,away,-20,20,3039,True,sighted
76,AT004,29,3,left,ID015,left,towards,-28,28,4783,True,sighted
76,AT004,30,1,left,ID015,left,towards,-31,31,5679,True,sighted
76,AT004,31,1,right,ID015,right,towards,34,34,3815,True,sighted
77,AT004,0,0,left,ID017,left,towards,-19,19,18827,True,sighted
77,AT004,1,0,right,ID017,right,towards,17,17,4999,True,sighted
77,AT004,2,1,left,ID015,right,away,-30,30,6353,True,sighted
77,AT004,3,3,left,ID015,left,towards,-35,35,5794,True,sighted
77,AT004,4,2,right,ID017,right,towards,20,20,6210,True,sighted
77,AT004,5,1,left,ID015,left,towards,-39,39,6448,True,sighted
77,AT004,6,0,left,ID015,left,towards,-39,39,3152,True,sighted
77,AT004,7,2,left,ID017,right,away,-41,41,3365,False,sighted
77,AT004,8,1,right,ID017,right,towards,42,42,3638,False,sighted
77,AT004,9,3,right,ID017,right,towards,45,45,3284,False,sighted
77,AT004,10,1,right,ID015,right,towards,46,46,4424,False,sighted
77,AT004,11,2,left,ID017,left,towards,-28,28,2254,True,sighted
77,AT004,12,2,right,ID017,left,away,30,30,2003,True,sighted
77,AT004,13,3,right,ID017,left,away,50,50,2762,False,sighted
77,AT004,14,2,left,ID015,left,towards,-37,37,2291,True,sighted
77,AT004,15,3,right,ID015,right,towards,27,27,3100,True,sighted
77,AT004,16,3,right,ID015,left,away,34,34,2556,True,sighted
77,AT004,17,3,left,ID017,right,away,-37,37,2414,True,sighted
77,AT004,18,0,right,ID015,right,towards,26,26,3006,True,sighted
77,AT004,19,1,left,ID017,left,towards,-37,37,2129,True,sighted
77,AT004,20,1,right,ID017,left,away,35,35,2016,True,sighted
77,AT004,21,0,right,ID017,left,away,40,40,2332,False,sighted
77,AT004,22,1,right,ID015,left,away,45,45,2509,False,sighted
77,AT004,23,2,right,ID015,left,away,33,33,2888,True,sighted
77,AT004,24,0,left,ID015,right,away,-37,37,2299,True,sighted
77,AT004,25,3,left,ID017,left,towards,-45,45,2456,False,sighted
77,AT004,26,0,right,ID015,left,away,37,37,2112,True,sighted
77,AT004,27,3,left,ID015,right,away,-44,44,2274,False,sighted
77,AT004,28,2,right,ID015,right,towards,45,45,2288,False,sighted
77,AT004,29,2,left,ID015,right,away,-35,35,1962,True,sighted
77,AT004,30,1,left,ID017,right,away,-50,50,2739,False,sighted
77,AT004,31,0,left,ID017,right,away,-37,37,2369,True,sighted
78,AT004,0,0,left,ID015,left,towards,-20,20,113370,True,sighted
78,AT004,1,3,right,ID015,right,towards,7,7,12110,True,sighted
78,AT004,2,0,left,ID017,right,away,-6,6,6996,True,sighted
78,AT004,3,2,right,ID015,right,towards,3,3,5784,False,sighted
78,AT004,4,1,right,ID017,right,towards,7,7,4781,True,sighted
78,AT004,5,2,left,ID015,left,towards,-4,4,2094,True,sighted
78,AT004,6,3,left,ID017,right,away,-7,7,4406,True,sighted
78,AT004,7,0,left,ID015,right,away,-8,8,6007,True,sighted
78,AT004,8,0,right,ID015,right,towards,9,9,3774,True,sighted
78,AT004,9,3,right,ID017,left,away,-4,4,4030,True,sighted
78,AT004,10,1,left,ID017,right,away,-8,8,2999,True,sighted
78,AT004,11,1,left,ID015,right,away,-7,7,3261,True,sighted
78,AT004,12,1,right,ID015,left,away,6,6,3078,True,sighted
78,AT004,13,2,right,ID017,left,away,6,6,3427,True,sighted
78,AT004,14,2,left,ID017,left,towards,-4,4,1654,True,sighted
78,AT004,15,2,right,ID017,right,towards,4,4,1447,True,sighted
78,AT004,16,3,right,ID015,left,away,6,6,3108,True,sighted
78,AT004,17,1,left,ID015,left,towards,-6,6,2825,True,sighted
78,AT004,18,0,right,ID017,right,towards,5,5,2176,True,sighted
78,AT004,19,0,right,ID017,left,away,5,5,2290,True,sighted
78,AT004,20,3,left,ID017,left,towards,-5,5,2061,True,sighted
78,AT004,21,3,left,ID015,left,towards,-5,5,2214,True,sighted
78,AT004,22,2,left,ID015,right,away,-8,8,2441,True,sighted
78,AT004,23,3,left,ID015,right,away,-8,8,2731,True,sighted
78,AT004,24,0,left,ID017,left,towards,-7,7,2798,True,sighted
78,AT004,25,3,right,ID017,right,towards,5,5,2122,True,sighted
78,AT004,26,1,left,ID017,left,towards,-6,6,2311,True,sighted
78,AT004,27,2,left,ID017,right,away,-7,7,2711,True,sighted
78,AT004,28,1,right,ID015,right,towards,8,8,2410,True,sighted
78,AT004,29,1,right,ID017,left,away,8,8,3274,True,sighted
78,AT004,30,2,right,ID015,left,away,6,6,4201,True,sighted
78,AT004,31,0,right,ID015,left,away,11,11,2478,True,sighted
79,AT004,0,0,left,ID017,left,towards,0,0,257969,False,sighted
79,AT004,1,1,right,ID015,left,away,0,0,1327,False,sighted
79,AT004,2,2,right,ID017,right,towards,0,0,1163,False,sighted
79,AT004,3,3,left,ID017,left,towards,0,0,1077,False,sighted
79,AT004,4,0,right,ID017,left,away,0,0,966,False,sighted
79,AT004,5,2,right,ID015,left,away,0,0,1384,False,sighted
79,AT004,6,0,left,ID015,right,away,0,0,999,False,sighted
79,AT004,7,3,left,ID017,right,away,0,0,5421,False,sighted
79,AT004,8,1,right,ID017,right,towards,0,0,794,False,sighted
79,AT004,9,2,left,ID017,left,towards,0,0,688,False,sighted
79,AT004,10,1,left,ID017,left,towards,0,0,820,False,sighted
79,AT004,11,2,left,ID015,left,towards,0,0,666,False,sighted
79,AT004,12,0,right,ID015,left,away,0,0,940,False,sighted
79,AT004,13,3,right,ID015,left,away,0,0,11719,False,sighted
79,AT004,14,1,right,ID017,left,away,0,0,742,False,sighted
79,AT004,15,0,left,ID015,left,towards,0,0,555,False,sighted
79,AT004,16,0,right,ID015,right,towards,0,0,555,False,sighted
79,AT004,17,1,left,ID017,right,away,0,0,606,False,sighted
79,AT004,18,3,right,ID015,right,towards,0,0,676,False,sighted
79,AT004,19,1,right,ID015,right,towards,0,0,38,False,sighted
79,AT004,20,3,right,ID017,right,towards,0,0,40,False,sighted
79,AT004,21,0,left,ID017,right,away,0,0,41,False,sighted
79,AT004,22,2,left,ID017,right,away,0,0,39,False,sighted
79,AT004,23,3,left,ID015,left,towards,0,0,40,False,sighted
79,AT004,24,3,left,ID015,right,away,0,0,39,False,sighted
79,AT004,25,1,left,ID015,right,away,0,0,38,False,sighted
79,AT004,26,2,right,ID015,right,towards,0,0,42,False,sighted
79,AT004,27,2,left,ID015,right,away,0,0,41,False,sighted
79,AT004,28,3,right,ID017,left,away,0,0,37,False,sighted
79,AT004,29,2,right,ID017,left,away,0,0,38,False,sighted
79,AT004,30,1,left,ID015,left,towards,0,0,41,False,sighted
79,AT004,31,0,right,ID017,right,towards,0,0,39,False,sighted
79,AT004,32,0,right,ID017,right,towards,0,0,78,False,sighted
79,AT004,33,0,right,ID017,right,towards,0,0,117,False,sighted
79,AT004,34,0,right,ID017,right,towards,0,0,157,False,sighted
79,AT004,35,0,right,ID017,right,towards,0,0,195,False,sighted
79,AT004,36,0,right,ID017,right,towards,0,0,237,False,sighted
79,AT004,37,0,right,ID017,right,towards,0,0,276,False,sighted
79,AT004,38,0,right,ID017,right,towards,0,0,316,False,sighted
79,AT004,39,0,right,ID017,right,towards,0,0,356,False,sighted
79,AT004,40,0,right,ID017,right,towards,0,0,396,False,sighted
80,AT004,0,3,left,ID017,right,away,-24,24,20778,True,sighted
80,AT004,1,0,right,ID017,left,away,24,24,29876,True,sighted
80,AT004,2,2,left,ID017,left,towards,-19,19,20500,True,sighted
80,AT004,3,3,right,ID015,right,towards,33,33,20403,True,sighted
80,AT004,4,0,left,ID015,right,away,-20,20,12715,True,sighted
80,AT004,5,3,left,ID017,left,towards,-28,28,14721,True,sighted
80,AT004,6,3,right,ID017,right,towards,33,33,27216,True,sighted
80,AT004,7,3,right,ID015,left,away,34,34,22023,True,sighted
80,AT004,8,1,right,ID015,right,towards,41,41,17216,False,sighted
80,AT004,9,0,right,ID015,right,towards,31,31,14923,True,sighted
80,AT004,10,0,left,ID017,right,away,-21,21,17090,True,sighted
80,AT004,11,2,left,ID015,left,towards,-29,29,16990,True,sighted
80,AT004,12,0,left,ID015,left,towards,-26,26,18920,True,sighted
80,AT004,13,1,left,ID017,right,away,-38,38,13492,True,sighted
80,AT004,14,1,right,ID015,left,away,30,30,16894,True,sighted
80,AT004,15,3,left,ID015,left,towards,-32,32,14916,True,sighted
80,AT004,16,0,left,ID017,left,towards,-26,26,13176,True,sighted
80,AT004,17,1,left,ID017,left,towards,-38,38,9817,True,sighted
80,AT004,18,2,right,ID015,left,away,30,30,10639,True,sighted
80,AT004,19,2,right,ID017,left,away,25,25,12253,True,sighted
80,AT004,20,1,right,ID017,left,away,43,43,10770,False,sighted
80,AT004,21,0,right,ID015,left,away,33,33,11223,True,sighted
80,AT004,22,2,left,ID017,right,away,-24,24,13001,True,sighted
80,AT004,23,0,right,ID017,right,towards,29,29,9303,True,sighted
80,AT004,24,1,right,ID017,right,towards,43,43,12491,False,sighted
80,AT004,25,1,left,ID015,left,towards,-38,38,10156,True,sighted
80,AT004,26,3,left,ID015,right,away,34,34,8551,True,sighted
80,AT004,27,2,right,ID017,right,towards,33,33,12888,True,sighted
80,AT004,28,3,right,ID017,left,away,38,38,7735,True,sighted
80,AT004,29,1,left,ID015,right,away,-36,36,11127,True,sighted
80,AT004,30,2,left,ID015,right,away,-37,37,8039,True,sighted
80,AT004,31,2,right,ID015,right,towards,34,34,10966,True,sighted
81,AT004,0,0,left,ID017,right,away,-11,11,101284,True,sighted
81,AT004,1,0,left,ID017,left,towards,-17,17,10984,True,sighted
81,AT004,2,0,left,ID015,left,towards,-17,17,9095,True,sighted
81,AT004,3,1,left,ID015,left,towards,-25,25,9127,True,sighted
81,AT004,4,0,left,ID015,right,away,-18,18,6112,True,sighted
81,AT004,5,0,right,ID017,left,away,14,14,6409,True,sighted
81,AT004,6,1,left,ID017,right,away,-25,25,5646,True,sighted
81,AT004,7,1,left,ID017,left,towards,-27,27,3961,True,sighted
81,AT004,8,0,right,ID017,right,towards,13,13,6164,True,sighted
81,AT004,9,0,right,ID015,left,away,21,21,4544,True,sighted
81,AT004,10,0,right,ID015,right,towards,22,22,4952,True,sighted
81,AT004,11,1,left,ID015,right,away,-27,27,4843,True,sighted
81,AT004,12,1,right,ID017,left,away,30,30,4242,True,sighted
81,AT004,13,1,right,ID015,left,away,26,26,3988,True,sighted
81,AT004,14,1,right,ID015,right,towards,28,28,3709,True,sighted
81,AT004,15,1,right,ID017,right,towards,26,26,6360,True,sighted
81,AT004,16,2,left,ID017,right,away,-27,27,7261,True,sighted
81,AT004,17,2,right,ID017,left,away,32,32,4088,True,sighted
81,AT004,18,2,right,ID015,left,away,31,31,5955,True,sighted
81,AT004,19,2,left,ID017,left,towards,-21,21,4430,True,sighted
81,AT004,20,2,right,ID017,right,towards,27,27,3905,True,sighted
81,AT004,21,2,right,ID015,right,towards,28,28,3429,True,sighted
81,AT004,22,2,left,ID015,left,towards,-23,23,4005,True,sighted
81,AT004,23,2,left,ID015,right,away,-18,18,3015,True,sighted
81,AT004,24,3,left,ID017,right,away,-33,33,3963,True,sighted
81,AT004,25,3,left,ID015,left,towards,-34,34,3844,True,sighted
81,AT004,26,3,left,ID015,right,away,-39,39,4976,True,sighted
81,AT004,27,3,left,ID017,left,towards,-37,37,8535,True,sighted
81,AT004,28,3,right,ID015,left,away,43,43,5173,False,sighted
81,AT004,29,3,right,ID017,left,away,40,40,4208,False,sighted
81,AT004,30,3,right,ID015,right,towards,42,42,4375,False,sighted
81,AT004,31,3,right,ID017,right,towards,42,42,4488,False,sighted
82,AT004,0,0,left,ID015,right,away,-41,41,102088,False,sighted
82,AT004,1,3,right,ID015,right,towards,32,32,8377,True,sighted
82,AT004,2,0,right,ID015,right,towards,28,28,4837,True,sighted
82,AT004,3,0,left,ID015,left,towards,-28,28,4757,True,sighted
82,AT004,4,2,left,ID015,left,towards,-54,54,6394,False,sighted
82,AT004,5,3,right,ID017,right,towards,61,61,7584,False,sighted
82,AT004,6,3,left,ID015,right,away,-55,55,4587,False,sighted
82,AT004,7,0,right,ID017,right,towards,29,29,8012,True,sighted
82,AT004,8,2,left,ID017,left,towards,-62,62,4346,False,sighted
82,AT004,9,1,left,ID015,left,towards,-27,27,2923,True,sighted
82,AT004,10,1,right,ID017,left,away,24,24,3316,True,sighted
82,AT004,11,2,right,ID015,right,towards,58,58,3673,False,sighted
82,AT004,12,1,right,ID017,right,towards,26,26,2380,True,sighted
82,AT004,13,2,left,ID015,right,away,-53,53,3981,False,sighted
82,AT004,14,0,right,ID017,left,away,42,42,7506,False,sighted
82,AT004,15,2,right,ID017,left,away,54,54,3455,False,sighted
82,AT004,16,0,left,ID017,right,away,-28,28,2361,True,sighted
82,AT004,17,1,right,ID015,right,towards,28,28,2319,True,sighted
82,AT004,18,2,left,ID017,right,away,-55,55,3313,False,sighted
82,AT004,19,0,left,ID017,left,towards,-38,38,3373,True,sighted
82,AT004,20,0,right,ID015,left,away,29,29,2380,True,sighted
82,AT004,21,1,left,ID017,right,away,-32,32,2239,True,sighted
82,AT004,22,2,right,ID015,left,away,53,53,3465,False,sighted
82,AT004,23,3,left,ID015,left,towards,-58,58,3495,False,sighted
82,AT004,24,3,right,ID015,left,away,38,38,3461,True,sighted
82,AT004,25,3,right,ID017,left,away,48,48,3150,False,sighted
82,AT004,26,3,left,ID017,right,away,-53,53,4353,False,sighted
82,AT004,27,3,left,ID017,left,towards,-67,67,4693,False,sighted
82,AT004,28,1,left,ID017,left,towards,-36,36,2705,True,sighted
82,AT004,29,2,right,ID017,right,towards,32,32,2826,True,sighted
82,AT004,30,1,right,ID015,left,away,27,27,2868,True,sighted
82,AT004,31,1,left,ID015,right,away,-31,31,2279,True,sighted
83,AT004,0,1,left,ID017,right,away,-13,13,174559,True,sighted
83,AT004,1,0,right,ID017,left,away,8,8,21657,True,sighted
83,AT004,2,2,right,ID015,right,towards,14,14,41953,True,sighted
83,AT004,3,0,left,ID015,right,away,-11,11,18360,True,sighted
83,AT004,4,2,left,ID015,left,towards,-12,12,13392,True,sighted
83,AT004,5,1,left,ID017,left,towards,-23,23,17177,True,sighted
83,AT004,6,2,right,ID015,left,away,24,24,9352,True,sighted
83,AT004,7,0,left,ID017,right,away,-17,17,7192,True,sighted
83,AT004,8,3,left,ID017,right,away,-33,33,8848,True,sighted
83,AT004,9,1,right,ID017,right,towards,28,28,7160,True,sighted
83,AT004,10,3,right,ID015,left,away,45,45,11968,False,sighted
83,AT004,11,3,right,ID015,right,towards,49,49,9896,False,sighted
83,AT004,12,2,right,ID017,left,away,32,32,5529,True,sighted
83,AT004,13,1,right,ID017,left,away,33,33,7103,True,sighted
83,AT004,14,0,right,ID017,right,towards,21,21,8104,True,sighted
83,AT004,15,2,right,ID017,right,towards,28,28,8376,True,sighted
83,AT004,16,0,left,ID015,left,towards,-15,15,6296,True,sighted
83,AT004,17,3,left,ID017,left,towards,-39,39,6960,True,sighted
83,AT004,18,3,right,ID017,left,away,48,48,10089,False,sighted
83,AT004,19,1,right,ID015,right,towards,32,32,6856,True,sighted
83,AT004,20,1,right,ID015,left,away,30,30,5360,True,sighted
83,AT004,21,1,left,ID015,right,away,-28,28,4824,True,sighted
83,AT004,22,3,left,ID015,left,towards,49,49,7024,False,sighted
83,AT004,23,0,right,ID015,left,away,15,15,5056,True,sighted
83,AT004,24,3,right,ID017,right,towards,49,49,9712,False,sighted
83,AT004,25,0,left,ID017,left,towards,-19,19,5576,True,sighted
83,AT004,26,3,left,ID015,right,away,-41,41,6216,False,sighted
83,AT004,27,2,left,ID017,right,away,-40,40,6144,False,sighted
83,AT004,28,0,right,ID015,right,towards,22,22,6225,True,sighted
83,AT004,29,2,left,ID015,right,away,-27,27,6601,True,sighted
83,AT004,30,2,left,ID017,left,towards,-30,30,5879,True,sighted
83,AT004,31,1,left,ID015,left,towards,-28,28,8463,True,sighted
84,AT004,0,0,right,ID015,right,towards,18,18,5856,True,sighted
84,AT004,1,0,right,ID017,left,away,18,18,1879,True,sighted
84,AT004,2,2,right,ID015,left,away,24,24,1792,True,sighted
84,AT004,3,2,right,ID017,left,away,21,21,1784,True,sighted
84,AT004,4,1,left,ID015,right,away,-21,21,2031,True,sighted
84,AT004,5,1,right,ID017,left,away,23,23,2623,True,sighted
84,AT004,6,0,right,ID015,left,away,20,20,1711,True,sighted
84,AT004,7,1,left,ID015,left,towards,-18,18,1799,True,sighted
84,AT004,8,3,left,ID017,right,away,-14,14,1687,True,sighted
84,AT004,9,2,right,ID015,right,towards,19,19,1720,True,sighted
84,AT004,10,2,left,ID017,left,towards,-15,15,1488,True,sighted
84,AT004,11,3,right,ID017,left,away,19,19,1872,True,sighted
84,AT004,12,2,left,ID015,left,towards,-19,19,1936,True,sighted
84,AT004,13,2,left,ID017,right,away,-21,21,3224,True,sighted
84,AT004,14,3,right,ID015,left,away,21,21,2031,True,sighted
84,AT004,15,3,left,ID015,left,towards,-19,19,1672,True,sighted
84,AT004,16,3,left,ID015,right,away,-23,23,2288,True,sighted
84,AT004,17,0,left,ID015,right,away,-21,21,2048,True,sighted
84,AT004,18,0,left,ID017,right,away,-22,22,1815,True,sighted
84,AT004,19,2,right,ID017,right,towards,26,26,3335,True,sighted
84,AT004,20,1,right,ID017,right,towards,22,22,1919,True,sighted
84,AT004,21,0,left,ID015,left,towards,-16,16,3167,True,sighted
84,AT004,22,1,left,ID017,left,towards,-25,25,5846,True,sighted
84,AT004,23,3,left,ID017,left,towards,-28,28,2415,True,sighted
84,AT004,24,1,right,ID015,right,towards,26,26,1985,True,sighted
84,AT004,25,3,right,ID015,right,towards,24,24,3167,True,sighted
84,AT004,26,1,right,ID015,left,away,27,27,4647,True,sighted
84,AT004,27,0,right,ID017,right,towards,29,29,2825,True,sighted
