user_number,face_id,tubeTypeIndex,pair_type,d
110,ID015,1,FaceRight,5
110,ID015,0,FaceLeft,6
110,ID015,0,FaceRight,2
110,ID015,2,FaceLeft,1
110,ID015,2,FaceRight,1
110,ID015,3,FaceLeft,10
110,ID015,3,FaceRight,1
112,ID015,2,FaceLeft,8
112,ID015,2,FaceRight,4
112,ID015,1,FaceLeft,2
112,ID015,1,FaceRight,1
112,ID015,3,FaceLeft,4
112,ID015,3,FaceRight,1
112,ID015,0,FaceLeft,0
112,ID015,0,FaceRight,2
112,ID017,3,FaceLeft,3
112,ID017,3,FaceRight,0
112,ID017,1,FaceLeft,7
112,ID017,1,FaceRight,3
112,ID017,2,FaceLeft,3
112,ID017,2,FaceRight,1
112,ID017,0,FaceLeft,1
112,ID017,0,FaceRight,1
113,ID017,0,FaceLeft,2
113,ID017,0,FaceRight,1
113,ID017,3,FaceLeft,3
113,ID017,3,FaceRight,0
113,ID017,2,FaceLeft,0
113,ID017,2,FaceRight,2
113,ID017,1,FaceLeft,2
113,ID017,1,FaceRight,1
113,ID015,3,FaceLeft,4
113,ID015,3,FaceRight,3
113,ID015,0,FaceLeft,1
113,ID015,1,FaceLeft,3
113,ID015,1,FaceRight,2
113,ID015,2,FaceLeft,3
113,ID015,2,FaceRight,1
114,ID015,1,FaceLeft,1
114,ID015,1,FaceRight,4
114,ID015,2,FaceLeft,0
114,ID015,0,FaceLeft,1
114,ID015,0,FaceRight,1
114,ID015,3,FaceLeft,1
114,ID015,3,FaceRight,1
114,ID017,1,FaceRight,3
114,ID017,2,FaceLeft,0
114,ID017,2,FaceRight,2
114,ID017,0,FaceLeft,0
114,ID017,0,FaceRight,2
114,ID017,3,FaceLeft,0
114,ID017,3,FaceRight,0
116,ID015,2,FaceLeft,4
116,ID015,2,FaceRight,4
116,ID015,0,FaceLeft,3
116,ID015,0,FaceRight,1
116,ID015,1,FaceLeft,5
116,ID015,1,FaceRight,8
116,ID015,3,FaceLeft,3
116,ID015,3,FaceRight,8
116,ID017,1,FaceLeft,7
116,ID017,1,FaceRight,10
116,ID017,0,FaceLeft,1
116,ID017,0,FaceRight,2
116,ID017,2,FaceLeft,4
116,ID017,2,FaceRight,2
116,ID017,3,FaceLeft,6
117,ID015,3,FaceLeft,11
117,ID015,3,FaceRight,2
117,ID015,2,FaceLeft,1
117,ID015,2,FaceRight,13
117,ID015,0,FaceLeft,4
117,ID015,0,FaceRight,0
117,ID015,1,FaceLeft,5
117,ID015,1,FaceRight,1
117,ID017,3,FaceLeft,4
117,ID017,3,FaceRight,4
117,ID017,1,FaceLeft,5
117,ID017,1,FaceRight,7
117,ID017,2,FaceLeft,3
117,ID017,0,FaceLeft,2
117,ID017,0,FaceRight,3
118,ID017,0,FaceLeft,3
118,ID017,0,FaceRight,1
118,ID017,1,FaceLeft,3
118,ID017,1,FaceRight,0
118,ID017,2,FaceLeft,1
118,ID017,2,FaceRight,3
118,ID017,3,FaceLeft,6
118,ID017,3,FaceRight,0
118,ID015,2,FaceLeft,3
118,ID015,2,FaceRight,4
118,ID015,3,FaceLeft,4
118,ID015,3,FaceRight,13
118,ID015,0,FaceLeft,2
118,ID015,0,FaceRight,1
118,ID015,1,FaceLeft,2
118,ID015,1,FaceRight,2
120,ID017,3,FaceLeft,0
120,ID017,3,FaceRight,1
120,ID017,1,FaceLeft,1
120,ID017,1,FaceRight,2
120,ID017,0,FaceLeft,0
120,ID017,0,FaceRight,1
120,ID017,2,FaceLeft,1
120,ID015,3,FaceLeft,2
120,ID015,3,FaceRight,0
120,ID015,2,FaceLeft,0
120,ID015,2,FaceRight,1
120,ID015,0,FaceLeft,0
120,ID015,0,FaceRight,0
120,ID015,1,FaceLeft,1
121,ID015,3,FaceLeft,2
121,ID015,3,FaceRight,2
121,ID015,1,FaceLeft,1
121,ID015,1,FaceRight,0
121,ID015,2,FaceLeft,0
121,ID015,2,FaceRight,5
121,ID015,0,FaceLeft,0
121,ID015,0,FaceRight,0
121,ID017,1,FaceLeft,3
121,ID017,1,FaceRight,0
121,ID017,0,FaceLeft,3
121,ID017,0,FaceRight,1
121,ID017,2,FaceLeft,3
121,ID017,2,FaceRight,2
121,ID017,3,FaceLeft,2
121,ID017,3,FaceRight,1
126,ID015,0,FaceLeft,1
126,ID015,0,FaceRight,1
126,ID015,1,FaceLeft,1
126,ID015,1,FaceRight,2
126,ID015,2,FaceLeft,3
126,ID015,2,FaceRight,0
126,ID015,3,FaceLeft,3
126,ID015,3,FaceRight,1
126,ID017,2,FaceLeft,5
126,ID017,2,FaceRight,5
126,ID017,3,FaceLeft,3
126,ID017,3,FaceRight,7
126,ID017,1,FaceLeft,4
126,ID017,1,FaceRight,2
126,ID017,0,FaceLeft,2
126,ID017,0,FaceRight,2
127,ID015,1,FaceLeft,5
127,ID015,1,FaceRight,6
127,ID015,2,FaceLeft,4
127,ID015,2,FaceRight,3
127,ID015,0,FaceLeft,4
127,ID015,0,FaceRight,6
127,ID015,3,FaceLeft,10
127,ID015,3,FaceRight,15
127,ID017,2,FaceLeft,1
127,ID017,2,FaceRight,1
127,ID017,0,FaceLeft,0
127,ID017,0,FaceRight,5
127,ID017,3,FaceLeft,3
127,ID017,3,FaceRight,9
127,ID017,1,FaceLeft,2
127,ID017,1,FaceRight,1
132,ID017,0,FaceLeft,1
132,ID017,0,FaceRight,0
132,ID017,1,FaceLeft,0
132,ID017,1,FaceRight,7
132,ID017,3,FaceLeft,1
132,ID017,3,FaceRight,7
132,ID017,2,FaceLeft,0
132,ID017,2,FaceRight,2
132,ID015,3,FaceLeft,11
132,ID015,3,FaceRight,3
132,ID015,2,FaceLeft,0
132,ID015,2,FaceRight,4
132,ID015,0,FaceLeft,1
132,ID015,0,FaceRight,0
132,ID015,1,FaceLeft,4
132,ID015,1,FaceRight,3
134,ID017,3,FaceLeft,5
134,ID017,3,FaceRight,17
134,ID017,1,FaceLeft,3
134,ID017,1,FaceRight,6
134,ID017,2,FaceLeft,6
134,ID017,2,FaceRight,0
134,ID017,0,FaceRight,1
134,ID015,3,FaceLeft,6
134,ID015,3,FaceRight,10
134,ID015,0,FaceLeft,0
134,ID015,1,FaceLeft,2
134,ID015,1,FaceRight,2
134,ID015,2,FaceLeft,1
134,ID015,2,FaceRight,2
135,ID017,0,FaceLeft,10
135,ID017,0,FaceRight,1
135,ID017,1,FaceLeft,11
135,ID017,1,FaceRight,4
135,ID017,2,FaceLeft,3
135,ID017,2,FaceRight,5
135,ID017,3,FaceLeft,10
135,ID017,3,FaceRight,9
135,ID015,3,FaceLeft,15
135,ID015,3,FaceRight,11
135,ID015,0,FaceLeft,0
135,ID015,0,FaceRight,9
135,ID015,2,FaceLeft,8
135,ID015,2,FaceRight,1
135,ID015,1,FaceLeft,1
135,ID015,1,FaceRight,3
136,ID017,2,FaceLeft,15
136,ID017,2,FaceRight,7
136,ID017,0,FaceLeft,11
136,ID017,0,FaceRight,7
136,ID017,3,FaceLeft,26
136,ID017,3,FaceRight,2
136,ID017,1,FaceLeft,3
136,ID017,1,FaceRight,2
136,ID015,0,FaceLeft,11
136,ID015,0,FaceRight,3
136,ID015,1,FaceLeft,4
136,ID015,1,FaceRight,7
136,ID015,3,FaceLeft,13
136,ID015,2,FaceLeft,7
136,ID015,2,FaceRight,4
139,ID017,2,FaceLeft,3
139,ID017,2,FaceRight,2
139,ID017,3,FaceLeft,1
139,ID017,3,FaceRight,2
139,ID017,1,FaceLeft,0
139,ID017,1,FaceRight,1
139,ID017,0,FaceLeft,1
139,ID017,0,FaceRight,1
139,ID015,0,FaceLeft,1
139,ID015,0,FaceRight,1
139,ID015,3,FaceLeft,3
139,ID015,3,FaceRight,1
139,ID015,2,FaceLeft,0
139,ID015,2,FaceRight,1
139,ID015,1,FaceLeft,0
140,ID015,3,FaceLeft,2
140,ID015,3,FaceRight,1
140,ID015,1,FaceLeft,1
140,ID015,1,FaceRight,0
140,ID015,2,FaceLeft,2
140,ID015,2,FaceRight,0
140,ID015,0,FaceLeft,0
140,ID015,0,FaceRight,2
140,ID017,0,FaceLeft,1
140,ID017,0,FaceRight,4
140,ID017,1,FaceLeft,2
140,ID017,1,FaceRight,1
140,ID017,3,FaceLeft,0
140,ID017,3,FaceRight,4
140,ID017,2,FaceLeft,1
140,ID017,2,FaceRight,4
141,ID017,1,FaceRight,23
141,ID017,2,FaceLeft,1
141,ID017,2,FaceRight,6
141,ID017,3,FaceLeft,2
141,ID017,3,FaceRight,2
141,ID017,0,FaceLeft,11
141,ID017,0,FaceRight,3
141,ID015,0,FaceLeft,1
141,ID015,0,FaceRight,7
141,ID015,3,FaceLeft,24
141,ID015,3,FaceRight,0
141,ID015,1,FaceLeft,26
141,ID015,1,FaceRight,15
141,ID015,2,FaceRight,9
142,ID017,1,FaceLeft,2
142,ID017,1,FaceRight,0
142,ID017,3,FaceLeft,3
142,ID017,3,FaceRight,1
142,ID017,0,FaceLeft,5
142,ID017,0,FaceRight,4
142,ID017,2,FaceLeft,4
142,ID017,2,FaceRight,7
142,ID015,2,FaceLeft,7
142,ID015,2,FaceRight,3
142,ID015,1,FaceLeft,1
142,ID015,1,FaceRight,2
142,ID015,0,FaceLeft,4
142,ID015,0,FaceRight,2
142,ID015,3,FaceLeft,2
142,ID015,3,FaceRight,2
143,ID015,0,FaceLeft,6
143,ID015,0,FaceRight,6
143,ID015,1,FaceLeft,7
143,ID015,1,FaceRight,7
143,ID015,3,FaceLeft,2
143,ID015,3,FaceRight,3
143,ID015,2,FaceLeft,2
143,ID015,2,FaceRight,4
143,ID017,2,FaceLeft,2
143,ID017,2,FaceRight,4
143,ID017,3,FaceLeft,9
143,ID017,3,FaceRight,1
143,ID017,1,FaceLeft,5
143,ID017,1,FaceRight,13
143,ID017,0,FaceLeft,2
143,ID017,0,FaceRight,1
149,ID030,3,FaceLeft,4
149,ID030,3,FaceRight,8
149,ID030,1,FaceLeft,4
149,ID030,1,FaceRight,17
149,ID030,0,FaceLeft,7
149,ID030,0,FaceRight,8
149,ID030,2,FaceLeft,3
149,ID030,2,FaceRight,8
149,ID015,2,FaceLeft,5
149,ID015,2,FaceRight,0
149,ID015,3,FaceLeft,7
149,ID015,3,FaceRight,9
149,ID015,1,FaceLeft,5
149,ID015,1,FaceRight,8
149,ID015,0,FaceLeft,1
149,ID015,0,FaceRight,1
151,ID015,2,FaceLeft,6
151,ID015,2,FaceRight,4
151,ID015,0,FaceLeft,3
151,ID015,0,FaceRight,2
151,ID015,1,FaceLeft,2
151,ID015,1,FaceRight,3
151,ID015,3,FaceLeft,1
151,ID030,2,FaceLeft,4
151,ID030,2,FaceRight,3
151,ID030,1,FaceLeft,2
151,ID030,1,FaceRight,1
151,ID030,0,FaceLeft,3
151,ID030,3,FaceLeft,0
151,ID030,3,FaceRight,1
152,ID015,3,FaceLeft,2
152,ID015,3,FaceRight,12
152,ID015,0,FaceLeft,7
152,ID015,0,FaceRight,1
152,ID015,2,FaceLeft,8
152,ID015,2,FaceRight,7
152,ID015,1,FaceLeft,7
152,ID015,1,FaceRight,2
152,ID030,3,FaceLeft,11
152,ID030,0,FaceLeft,10
152,ID030,0,FaceRight,17
152,ID030,2,FaceLeft,8
152,ID030,2,FaceRight,2
152,ID030,1,FaceLeft,3
152,ID030,1,FaceRight,4
155,ID015,2,FaceLeft,12
155,ID015,2,FaceRight,6
155,ID015,1,FaceLeft,4
155,ID015,1,FaceRight,6
155,ID015,0,FaceLeft,7
155,ID015,0,FaceRight,4
155,ID015,3,FaceLeft,8
155,ID030,1,FaceLeft,2
155,ID030,1,FaceRight,11
155,ID030,0,FaceLeft,3
155,ID030,0,FaceRight,7
155,ID030,2,FaceRight,4
155,ID030,3,FaceLeft,10
155,ID030,3,FaceRight,4
156,ID030,2,FaceLeft,15
156,ID030,2,FaceRight,5
156,ID030,1,FaceLeft,9
156,ID030,1,FaceRight,7
156,ID030,0,FaceLeft,9
156,ID030,0,FaceRight,1
156,ID030,3,FaceLeft,0
156,ID030,3,FaceRight,7
156,ID015,2,FaceLeft,3
156,ID015,2,FaceRight,15
156,ID015,3,FaceRight,2
156,ID015,1,FaceLeft,23
156,ID015,1,FaceRight,3
156,ID015,0,FaceLeft,1
156,ID015,0,FaceRight,2
158,ID015,0,FaceLeft,1
158,ID015,0,FaceRight,0
158,ID015,2,FaceLeft,5
158,ID015,2,FaceRight,1
158,ID015,3,FaceLeft,6
158,ID015,3,FaceRight,8
158,ID015,1,FaceLeft,2
158,ID015,1,FaceRight,2
158,ID030,0,FaceLeft,1
158,ID030,0,FaceRight,0
158,ID030,2,FaceLeft,1
158,ID030,2,FaceRight,1
158,ID030,3,FaceLeft,3
158,ID030,3,FaceRight,3
158,ID030,1,FaceLeft,6
158,ID030,1,FaceRight,1
159,ID030,3,FaceLeft,10
159,ID030,3,FaceRight,11
159,ID030,0,FaceLeft,1
159,ID030,2,FaceLeft,8
159,ID030,2,FaceRight,2
159,ID030,1,FaceLeft,2
159,ID030,1,FaceRight,13
159,ID015,1,FaceLeft,6
159,ID015,1,FaceRight,19
159,ID015,2,FaceLeft,2
159,ID015,2,FaceRight,0
159,ID015,3,FaceLeft,20
159,ID015,3,FaceRight,1
159,ID015,0,FaceLeft,2
159,ID015,0,FaceRight,2
160,ID030,3,FaceLeft,2
160,ID030,3,FaceRight,10
160,ID030,1,FaceLeft,8
160,ID030,1,FaceRight,5
160,ID030,2,FaceLeft,6
160,ID030,2,FaceRight,6
160,ID030,0,FaceLeft,1
160,ID030,0,FaceRight,5
160,ID015,3,FaceLeft,4
160,ID015,3,FaceRight,4
160,ID015,2,FaceLeft,0
160,ID015,2,FaceRight,4
160,ID015,1,FaceLeft,5
160,ID015,1,FaceRight,1
160,ID015,0,FaceRight,2
161,ID015,1,FaceLeft,1
161,ID015,1,FaceRight,5
161,ID015,3,FaceLeft,2
161,ID015,3,FaceRight,8
161,ID015,0,FaceLeft,1
161,ID015,0,FaceRight,1
161,ID015,2,FaceLeft,2
161,ID015,2,FaceRight,0
161,ID030,2,FaceLeft,2
161,ID030,2,FaceRight,2
161,ID030,0,FaceLeft,3
161,ID030,0,FaceRight,0
161,ID030,3,FaceLeft,2
161,ID030,3,FaceRight,1
161,ID030,1,FaceLeft,1
161,ID030,1,FaceRight,1
163,ID030,0,FaceLeft,9
163,ID030,0,FaceRight,3
163,ID030,3,FaceLeft,2
163,ID030,3,FaceRight,5
163,ID030,2,FaceLeft,2
163,ID030,2,FaceRight,7
163,ID030,1,FaceLeft,3
163,ID030,1,FaceRight,0
163,ID015,0,FaceLeft,4
163,ID015,0,FaceRight,0
163,ID015,3,FaceLeft,4
163,ID015,3,FaceRight,3
163,ID015,2,FaceLeft,7
163,ID015,2,FaceRight,3
163,ID015,1,FaceLeft,3
163,ID015,1,FaceRight,2
165,ID015,0,FaceLeft,19
165,ID015,0,FaceRight,2
165,ID015,2,FaceLeft,12
165,ID015,2,FaceRight,4
165,ID015,1,FaceLeft,22
165,ID015,1,FaceRight,16
165,ID030,1,FaceLeft,9
165,ID030,1,FaceRight,16
165,ID030,3,FaceLeft,3
165,ID030,3,FaceRight,2
165,ID030,2,FaceLeft,2
165,ID030,2,FaceRight,1
165,ID030,0,FaceLeft,14
165,ID030,0,FaceRight,4
169,ID030,0,FaceLeft,10
169,ID030,0,FaceRight,14
169,ID030,2,FaceLeft,6
169,ID030,2,FaceRight,10
169,ID030,1,FaceLeft,6
169,ID030,1,FaceRight,5
169,ID030,3,FaceLeft,8
169,ID030,3,FaceRight,13
169,ID015,1,FaceLeft,15
169,ID015,1,FaceRight,2
169,ID015,2,FaceLeft,4
169,ID015,2,FaceRight,12
169,ID015,0,FaceLeft,13
169,ID015,0,FaceRight,3
169,ID015,3,FaceLeft,3
169,ID015,3,FaceRight,7
170,ID030,1,FaceLeft,4
170,ID030,1,FaceRight,2
170,ID030,0,FaceLeft,1
170,ID030,0,FaceRight,1
170,ID030,2,FaceLeft,3
170,ID030,2,FaceRight,1
170,ID030,3,FaceLeft,4
170,ID015,0,FaceLeft,1
170,ID015,0,FaceRight,4
170,ID015,1,FaceLeft,0
170,ID015,1,FaceRight,3
170,ID015,3,FaceLeft,5
170,ID015,3,FaceRight,3
170,ID015,2,FaceLeft,1
170,ID015,2,FaceRight,0
171,ID030,3,FaceLeft,3
171,ID030,3,FaceRight,21
171,ID030,0,FaceLeft,3
171,ID030,0,FaceRight,2
171,ID030,2,FaceLeft,2
171,ID030,2,FaceRight,5
171,ID030,1,FaceLeft,2
171,ID030,1,FaceRight,3
171,ID015,3,FaceLeft,13
171,ID015,3,FaceRight,13
171,ID015,2,FaceLeft,3
171,ID015,2,FaceRight,7
171,ID015,0,FaceLeft,6
171,ID015,0,FaceRight,5
171,ID015,1,FaceLeft,3
171,ID015,1,FaceRight,3
176,ID030,1,FaceLeft,11
176,ID030,1,FaceRight,19
176,ID030,0,FaceLeft,4
176,ID030,0,FaceRight,8
176,ID030,3,FaceLeft,17
176,ID030,3,FaceRight,8
176,ID030,2,FaceLeft,1
176,ID030,2,FaceRight,1
176,ID015,2,FaceLeft,2
176,ID015,2,FaceRight,2
176,ID015,0,FaceLeft,2
176,ID015,0,FaceRight,2
176,ID015,3,FaceLeft,14
176,ID015,3,FaceRight,10
176,ID015,1,FaceLeft,3
176,ID015,1,FaceRight,5
177,ID015,1,FaceLeft,1
177,ID015,1,FaceRight,6
177,ID015,0,FaceLeft,3
177,ID015,0,FaceRight,2
177,ID015,3,FaceLeft,1
177,ID015,3,FaceRight,8
177,ID015,2,FaceLeft,5
177,ID015,2,FaceRight,0
177,ID030,0,FaceLeft,4
177,ID030,0,FaceRight,0
177,ID030,1,FaceLeft,9
177,ID030,1,FaceRight,4
177,ID030,3,FaceLeft,3
177,ID030,3,FaceRight,5
177,ID030,2,FaceLeft,3
177,ID030,2,FaceRight,2
178,ID015,0,FaceLeft,7
178,ID015,0,FaceRight,3
178,ID015,2,FaceLeft,5
178,ID015,2,FaceRight,8
178,ID015,3,FaceLeft,1
178,ID015,3,FaceRight,5
178,ID015,1,FaceLeft,3
178,ID015,1,FaceRight,3
178,ID030,0,FaceLeft,3
178,ID030,0,FaceRight,1
178,ID030,2,FaceLeft,9
178,ID030,2,FaceRight,5
178,ID030,1,FaceLeft,2
178,ID030,1,FaceRight,7
178,ID030,3,FaceLeft,8
178,ID030,3,FaceRight,2
182,ID015,3,FaceRight,5
182,ID015,1,FaceLeft,8
182,ID015,1,FaceRight,6
182,ID015,0,FaceLeft,2
182,ID015,0,FaceRight,5
182,ID015,2,FaceLeft,17
182,ID015,2,FaceRight,18
182,ID030,0,FaceLeft,5
182,ID030,0,FaceRight,11
182,ID030,2,FaceLeft,2
182,ID030,2,FaceRight,3
182,ID030,3,FaceLeft,5
182,ID030,3,FaceRight,19
182,ID030,1,FaceLeft,4
182,ID030,1,FaceRight,5
187,ID015,1,FaceLeft,0
187,ID015,1,FaceRight,7
187,ID015,0,FaceLeft,3
187,ID015,0,FaceRight,4
187,ID015,3,FaceLeft,6
187,ID015,3,FaceRight,4
187,ID015,2,FaceRight,6
187,ID030,3,FaceLeft,2
187,ID030,3,FaceRight,0
187,ID030,1,FaceLeft,6
187,ID030,1,FaceRight,9
187,ID030,2,FaceLeft,3
187,ID030,2,FaceRight,7
187,ID030,0,FaceRight,4
189,ID030,0,FaceLeft,6
189,ID030,0,FaceRight,6
189,ID030,1,FaceLeft,1
189,ID030,1,FaceRight,2
189,ID030,2,FaceLeft,0
189,ID030,2,FaceRight,10
189,ID030,3,FaceLeft,2
189,ID030,3,FaceRight,4
189,ID015,0,FaceLeft,10
189,ID015,0,FaceRight,4
189,ID015,1,FaceLeft,2
189,ID015,1,FaceRight,5
189,ID015,3,FaceLeft,0
189,ID015,3,FaceRight,2
189,ID015,2,FaceLeft,2
189,ID015,2,FaceRight,0
192,ID015,2,FaceLeft,1
192,ID015,2,FaceRight,6
192,ID015,1,FaceLeft,7
192,ID015,1,FaceRight,0
192,ID015,3,FaceLeft,5
192,ID015,3,FaceRight,6
192,ID015,0,FaceLeft,10
192,ID015,0,FaceRight,3
192,ID030,3,FaceLeft,9
192,ID030,3,FaceRight,4
192,ID030,0,FaceLeft,0
192,ID030,0,FaceRight,3
192,ID030,1,FaceLeft,6
192,ID030,1,FaceRight,3
192,ID030,2,FaceLeft,5
192,ID030,2,FaceRight,1
195,ID030,0,FaceLeft,1
195,ID030,0,FaceRight,2
195,ID030,2,FaceLeft,4
195,ID030,2,FaceRight,0
195,ID030,1,FaceLeft,3
195,ID030,1,FaceRight,1
195,ID030,3,FaceLeft,3
195,ID030,3,FaceRight,5
195,ID015,0,FaceRight,1
195,ID015,3,FaceLeft,11
195,ID015,3,FaceRight,4
195,ID015,1,FaceLeft,4
195,ID015,1,FaceRight,1
195,ID015,2,FaceLeft,1
195,ID015,2,FaceRight,6
200,ID015,1,FaceLeft,1
200,ID015,1,FaceRight,0
200,ID015,2,FaceLeft,3
200,ID015,2,FaceRight,2
200,ID015,0,FaceLeft,2
200,ID015,0,FaceRight,2
200,ID015,3,FaceLeft,3
200,ID015,3,FaceRight,5
200,ID030,3,FaceLeft,2
200,ID030,3,FaceRight,3
200,ID030,2,FaceLeft,4
200,ID030,2,FaceRight,1
200,ID030,0,FaceLeft,1
200,ID030,1,FaceLeft,3
200,ID030,1,FaceRight,3
201,ID030,3,FaceLeft,14
201,ID030,3,FaceRight,2
201,ID030,0,FaceLeft,6
201,ID030,0,FaceRight,7
201,ID030,2,FaceLeft,1
201,ID030,2,FaceRight,4
201,ID030,1,FaceLeft,6
201,ID030,1,FaceRight,8
201,ID015,2,FaceLeft,2
201,ID015,2,FaceRight,0
201,ID015,3,FaceLeft,6
201,ID015,3,FaceRight,7
201,ID015,1,FaceLeft,4
201,ID015,1,FaceRight,1
201,ID015,0,FaceLeft,1
201,ID015,0,FaceRight,2
202,ID030,0,FaceLeft,0
202,ID030,0,FaceRight,1
202,ID030,3,FaceLeft,2
202,ID030,3,FaceRight,1
202,ID030,2,FaceLeft,1
202,ID030,2,FaceRight,3
202,ID030,1,FaceLeft,2
202,ID030,1,FaceRight,1
202,ID015,0,FaceLeft,4
202,ID015,0,FaceRight,1
202,ID015,2,FaceLeft,3
202,ID015,2,FaceRight,9
202,ID015,3,FaceLeft,0
202,ID015,3,FaceRight,2
202,ID015,1,FaceLeft,1
202,ID015,1,FaceRight,4
203,ID015,1,FaceLeft,3
203,ID015,1,FaceRight,2
203,ID015,0,FaceLeft,1
203,ID015,0,FaceRight,1
203,ID015,3,FaceLeft,15
203,ID015,3,FaceRight,9
203,ID015,2,FaceLeft,4
203,ID015,2,FaceRight,9
203,ID030,1,FaceLeft,0
203,ID030,1,FaceRight,1
203,ID030,0,FaceRight,1
203,ID030,3,FaceLeft,15
203,ID030,3,FaceRight,9
203,ID030,2,FaceLeft,2
203,ID030,2,FaceRight,2
205,ID015,1,FaceLeft,9
205,ID015,1,FaceRight,3
205,ID015,2,FaceLeft,2
205,ID015,2,FaceRight,1
205,ID015,3,FaceLeft,0
205,ID015,3,FaceRight,1
205,ID015,0,FaceLeft,6
205,ID015,0,FaceRight,1
205,ID030,0,FaceLeft,4
205,ID030,0,FaceRight,6
205,ID030,1,FaceLeft,0
205,ID030,1,FaceRight,2
205,ID030,3,FaceLeft,7
205,ID030,3,FaceRight,2
205,ID030,2,FaceLeft,1
205,ID030,2,FaceRight,7
207,ID030,0,FaceLeft,3
207,ID030,0,FaceRight,14
207,ID030,2,FaceLeft,5
207,ID030,2,FaceRight,3
207,ID030,1,FaceLeft,5
207,ID030,1,FaceRight,1
207,ID030,3,FaceLeft,5
207,ID030,3,FaceRight,0
207,ID015,2,FaceLeft,2
207,ID015,2,FaceRight,4
207,ID015,3,FaceLeft,10
207,ID015,3,FaceRight,12
207,ID015,1,FaceLeft,8
207,ID015,1,FaceRight,1
207,ID015,0,FaceLeft,3
207,ID015,0,FaceRight,5
208,ID015,0,FaceLeft,7
208,ID015,0,FaceRight,2
208,ID015,2,FaceLeft,2
208,ID015,2,FaceRight,18
208,ID015,3,FaceLeft,8
208,ID015,3,FaceRight,22
208,ID015,1,FaceLeft,2
208,ID015,1,FaceRight,9
208,ID030,0,FaceLeft,5
208,ID030,0,FaceRight,0
208,ID030,2,FaceLeft,0
208,ID030,3,FaceLeft,9
208,ID030,3,FaceRight,7
208,ID030,1,FaceLeft,0
208,ID030,1,FaceRight,3
209,ID030,0,FaceLeft,1
209,ID030,0,FaceRight,0
209,ID030,2,FaceLeft,2
209,ID030,2,FaceRight,2
209,ID030,1,FaceLeft,8
209,ID030,1,FaceRight,2
209,ID030,3,FaceLeft,3
209,ID030,3,FaceRight,2
209,ID015,0,FaceLeft,1
209,ID015,0,FaceRight,1
209,ID015,1,FaceLeft,2
209,ID015,1,FaceRight,3
209,ID015,3,FaceLeft,1
209,ID015,3,FaceRight,10
209,ID015,2,FaceLeft,2
209,ID015,2,FaceRight,2
212,ID030,1,FaceLeft,5
212,ID030,1,FaceRight,7
212,ID030,2,FaceLeft,4
212,ID030,2,FaceRight,0
212,ID030,0,FaceLeft,6
212,ID030,0,FaceRight,2
212,ID030,3,FaceRight,10
212,ID015,3,FaceLeft,10
212,ID015,0,FaceLeft,0
212,ID015,0,FaceRight,10
212,ID015,2,FaceLeft,1
212,ID015,2,FaceRight,3
212,ID015,1,FaceLeft,11
212,ID015,1,FaceRight,2
215,ID015,1,FaceLeft,0
215,ID015,1,FaceRight,3
215,ID015,0,FaceLeft,2
215,ID015,0,FaceRight,1
215,ID015,2,FaceLeft,2
215,ID015,2,FaceRight,0
215,ID015,3,FaceLeft,0
215,ID015,3,FaceRight,1
215,ID030,1,FaceLeft,2
215,ID030,1,FaceRight,0
215,ID030,0,FaceLeft,1
215,ID030,0,FaceRight,0
215,ID030,3,FaceLeft,0
215,ID030,3,FaceRight,1
215,ID030,2,FaceLeft,0
215,ID030,2,FaceRight,0
216,ID030,1,FaceLeft,5
216,ID030,1,FaceRight,2
216,ID030,2,FaceLeft,13
216,ID030,2,FaceRight,3
216,ID030,0,FaceLeft,0
216,ID030,0,FaceRight,4
216,ID030,3,FaceLeft,2
216,ID030,3,FaceRight,5
216,ID015,2,FaceLeft,18
216,ID015,2,FaceRight,3
216,ID015,0,FaceLeft,3
216,ID015,0,FaceRight,1
216,ID015,3,FaceLeft,0
216,ID015,3,FaceRight,2
216,ID015,1,FaceLeft,1
216,ID015,1,FaceRight,6
217,ID015,2,FaceLeft,6
217,ID015,2,FaceRight,4
217,ID015,3,FaceLeft,7
217,ID015,3,FaceRight,2
217,ID015,0,FaceLeft,8
217,ID015,0,FaceRight,7
217,ID015,1,FaceLeft,10
217,ID015,1,FaceRight,2
217,ID030,2,FaceLeft,8
217,ID030,2,FaceRight,7
217,ID030,1,FaceLeft,11
217,ID030,1,FaceRight,2
217,ID030,3,FaceLeft,0
217,ID030,3,FaceRight,1
217,ID030,0,FaceLeft,2
217,ID030,0,FaceRight,7
218,ID015,3,FaceLeft,6
218,ID015,3,FaceRight,7
218,ID015,2,FaceLeft,0
218,ID015,2,FaceRight,9
218,ID015,0,FaceLeft,3
218,ID015,0,FaceRight,1
218,ID015,1,FaceLeft,6
218,ID015,1,FaceRight,1
218,ID030,0,FaceLeft,1
218,ID030,0,FaceRight,1
218,ID030,1,FaceLeft,2
218,ID030,1,FaceRight,2
218,ID030,2,FaceLeft,6
218,ID030,2,FaceRight,2
218,ID030,3,FaceLeft,0
218,ID030,3,FaceRight,6
220,ID015,1,FaceLeft,6
220,ID015,1,FaceRight,20
220,ID015,0,FaceLeft,17
220,ID015,0,FaceRight,16
220,ID015,3,FaceLeft,8
220,ID015,2,FaceLeft,11
220,ID015,2,FaceRight,7
220,ID030,3,FaceRight,6
