user_number,session_group,trialIndex,tubeTypeIndex,tip_direction,face_id,faceSide,towards_away,raw_angle,latency
49,AT004,9,3,left,ID022,right,away,-28,2280
49,AT004,10,0,left,ID001,right,away,-11,6232
49,AT004,11,0,left,ID022,left,towards,13,2672
49,AT004,12,1,left,ID022,left,towards,-19,3817
49,AT004,13,2,left,ID001,right,away,-33,2655
49,AT004,14,1,right,ID022,left,away,26,5072
49,AT004,15,3,left,ID001,right,away,-47,2671
49,AT004,16,1,left,ID022,right,away,-18,2232
49,AT004,17,2,right,ID001,left,away,28,2512
49,AT004,18,2,right,ID022,right,towards,32,2832
49,AT004,19,1,left,ID001,right,away,-23,7728
49,AT004,20,3,right,ID022,left,away,45,4080
49,AT004,21,3,left,ID001,left,towards,-40,3352
49,AT004,22,3,right,ID022,right,towards,32,2208
49,AT004,23,2,right,ID001,right,towards,25,2240
49,AT004,24,2,left,ID022,left,towards,-27,2000
49,AT004,25,3,left,ID022,left,towards,-28,2136
49,AT004,26,1,right,ID022,right,towards,20,1720
49,AT004,27,1,left,ID001,left,towards,-26,1743
49,AT004,28,0,right,ID022,right,towards,10,1553
49,AT004,29,0,left,ID001,left,towards,-15,1400
49,AT004,30,0,right,ID001,right,towards,16,1335
49,AT004,31,3,right,ID001,right,towards,41,2816
50,AT004,0,3,right,ID001,right,towards,21,6855
50,AT004,1,2,left,ID001,right,away,-30,124993
50,AT004,2,1,left,ID001,left,towards,-28,2248
50,AT004,3,0,right,ID001,left,away,26,2784
50,AT004,4,0,right,ID022,right,towards,28,2208
50,AT004,5,1,right,ID001,right,towards,29,2016
50,AT004,6,1,left,ID022,left,towards,-28,3328
50,AT004,7,3,left,ID022,left,towards,-38,2720
50,AT004,8,2,left,ID001,left,towards,-38,2319
50,AT004,9,0,left,ID001,left,towards,-28,2023
50,AT004,10,0,right,ID022,left,away,28,2968
50,AT004,11,2,left,ID022,right,away,-26,2048
50,AT004,12,0,right,ID001,right,towards,36,3016
50,AT004,13,0,left,ID022,right,away,-28,2015
50,AT004,14,3,left,ID001,left,towards,-38,2703
50,AT004,15,2,right,ID001,right,towards,37,2232
50,AT004,16,0,left,ID022,left,towards,-36,2168
50,AT004,17,1,right,ID022,left,away,36,2271
50,AT004,18,2,left,ID022,left,towards,-38,2623
50,AT004,19,2,right,ID001,left,away,40,17519
50,AT004,20,1,left,ID001,right,away,-41,2584
50,AT004,21,0,left,ID001,right,away,-36,3216
50,AT004,22,2,right,ID022,right,towards,30,59489
50,AT004,23,1,left,ID022,right,away,-38,2471
50,AT004,24,3,left,ID001,right,away,-36,2135
50,AT004,25,3,right,ID022,left,away,34,2408
50,AT004,26,2,right,ID022,left,away,40,2590
50,AT004,27,3,right,ID022,right,towards,31,2000
50,AT004,28,1,right,ID001,left,away,37,2185
50,AT004,29,1,right,ID022,right,towards,33,2167
50,AT004,30,3,right,ID001,left,away,44,3047
50,AT004,31,3,left,ID022,right,away,-39,3007
51,AT004,0,2,left,ID001,left,towards,-6,127926
51,AT004,1,0,right,ID022,right,towards,4,8862
51,AT004,2,0,left,ID022,right,away,-4,6937
51,AT004,3,0,left,ID001,right,away,-4,11999
51,AT004,4,3,left,ID022,right,away,-10,13103
51,AT004,5,2,left,ID022,left,towards,-5,15493
51,AT004,6,2,right,ID022,right,towards,4,3617
51,AT004,7,3,left,ID001,left,towards,-9,7910
51,AT004,8,3,right,ID001,right,towards,10,8342
51,AT004,9,2,right,ID022,left,away,5,7665
51,AT004,10,1,right,ID001,right,towards,15,12352
51,AT004,11,0,right,ID022,left,away,5,7471
51,AT004,12,3,left,ID022,left,towards,-12,5278
51,AT004,13,2,left,ID022,right,away,-5,5707
51,AT004,14,1,right,ID022,right,towards,16,11038
51,AT004,15,0,left,ID022,left,towards,-9,4814
51,AT004,16,3,right,ID001,left,away,13,15048
51,AT004,17,1,left,ID001,right,away,-16,4575
51,AT004,18,1,right,ID022,left,away,17,4323
51,AT004,19,3,left,ID001,right,away,-15,8049
51,AT004,20,1,left,ID022,left,towards,-17,5872
51,AT004,21,1,left,ID022,right,away,-16,3710
51,AT004,22,2,right,ID001,right,towards,7,5217
51,AT004,23,0,right,ID001,right,towards,10,2497
51,AT004,24,2,left,ID001,right,away,-6,2564
51,AT004,25,1,left,ID001,left,towards,-18,2465
51,AT004,26,1,right,ID001,left,away,15,3400
51,AT004,27,2,right,ID001,left,away,8,3280
51,AT004,28,0,right,ID001,left,away,15,3353
51,AT004,29,3,right,ID022,right,towards,15,2508
51,AT004,30,0,left,ID001,left,towards,-8,2784
51,AT004,31,3,right,ID022,left,away,15,3373
52,AT004,0,0,left,ID001,right,away,-9,632928
52,AT004,1,0,left,ID022,left,towards,-8,33776
52,AT004,2,2,right,ID022,right,towards,8,23201
52,AT004,3,1,left,ID001,right,away,-12,41716
52,AT004,4,1,left,ID022,left,towards,-16,28301
52,AT004,5,3,right,ID001,right,towards,26,33797
52,AT004,6,0,right,ID022,right,towards,14,20687
52,AT004,7,1,left,ID001,left,towards,-24,18927
52,AT004,8,1,right,ID001,left,away,28,51163
52,AT004,9,2,left,ID022,right,away,-16,13812
52,AT004,10,1,right,ID022,left,away,32,57480
52,AT004,11,2,left,ID022,left,towards,-18,44282
52,AT004,12,2,left,ID001,left,towards,-21,35100
52,AT004,13,2,right,ID022,left,away,26,51054
52,AT004,14,0,right,ID022,left,away,28,44431
52,AT004,15,1,right,ID001,right,towards,33,58332
52,AT004,16,3,left,ID001,right,away,-26,138452
52,AT004,17,0,left,ID022,right,away,-15,22095
52,AT004,18,0,right,ID001,left,away,20,20216
52,AT004,19,3,left,ID022,right,away,-46,10487
52,AT004,20,0,left,ID001,left,towards,-25,8760
52,AT004,21,0,right,ID001,right,towards,20,9001
52,AT004,22,3,right,ID001,left,away,44,7288
52,AT004,23,3,left,ID001,left,towards,-47,6944
52,AT004,24,3,left,ID022,left,towards,-51,11247
52,AT004,25,1,right,ID022,right,towards,39,7679
52,AT004,26,3,right,ID022,left,away,57,6904
52,AT004,27,2,left,ID001,right,away,-28,11834
52,AT004,28,2,right,ID001,right,towards,29,5610
52,AT004,29,2,right,ID001,left,away,35,8145
52,AT004,30,1,left,ID022,right,away,-48,6943
52,AT004,31,3,right,ID022,right,towards,58,9644
54,AT004,0,2,right,ID022,right,towards,6,114650
54,AT004,1,1,left,ID022,left,towards,-12,16336
54,AT004,2,1,right,ID022,left,away,16,10039
54,AT004,3,3,right,ID001,right,towards,41,36697
54,AT004,4,1,left,ID001,right,away,-16,21516
54,AT004,5,0,left,ID001,left,towards,15,18854
54,AT004,6,0,right,ID022,right,towards,14,15389
54,AT004,7,3,left,ID001,right,away,-40,15436
54,AT004,8,0,left,ID022,right,away,-12,8267
54,AT004,9,2,left,ID001,left,towards,-20,8797
54,AT004,10,0,left,ID001,right,away,-17,11900
54,AT004,11,3,left,ID022,left,towards,-28,21609
54,AT004,12,1,right,ID022,right,towards,33,13503
54,AT004,13,0,right,ID001,right,towards,23,11814
54,AT004,14,2,right,ID022,left,away,27,17023
54,AT004,15,3,right,ID001,left,away,49,15085
54,AT004,16,2,right,ID001,left,away,37,11857
54,AT004,17,0,right,ID001,left,away,30,12343
54,AT004,18,1,left,ID001,left,towards,-30,12183
54,AT004,19,2,right,ID001,right,towards,32,13489
54,AT004,20,2,left,ID001,right,away,-26,7968
54,AT004,21,3,right,ID022,right,towards,48,14578
54,AT004,22,2,left,ID022,right,away,-31,5457
54,AT004,23,3,left,ID001,left,towards,-49,10390
54,AT004,24,3,right,ID022,left,away,44,19141
54,AT004,25,0,left,ID022,left,towards,-24,7312
54,AT004,26,0,right,ID022,left,away,24,11916
54,AT004,27,1,left,ID022,right,away,-38,14099
54,AT004,28,1,right,ID001,left,away,31,14356
54,AT004,29,1,right,ID001,right,towards,27,24443
54,AT004,30,2,left,ID022,left,towards,-23,7409
54,AT004,31,3,left,ID022,right,away,-45,13418
55,AT004,0,1,right,ID001,left,away,15,119591
55,AT004,1,0,right,ID022,right,towards,22,12666
55,AT004,2,0,right,ID001,left,away,22,11194
55,AT004,3,2,right,ID001,left,away,23,9444
55,AT004,4,1,left,ID022,right,away,-10,7205
55,AT004,5,2,left,ID001,right,away,-13,6917
55,AT004,6,2,right,ID022,right,towards,18,10388
55,AT004,7,0,right,ID022,left,away,18,7568
55,AT004,8,3,left,ID022,left,towards,-17,9428
55,AT004,9,3,right,ID022,left,away,26,10837
55,AT004,10,0,left,ID022,right,away,-17,7225
55,AT004,11,2,left,ID022,right,away,-17,6237
55,AT004,12,0,left,ID001,left,towards,-16,7370
55,AT004,13,3,right,ID001,left,away,26,11250
55,AT004,14,1,left,ID022,left,towards,-19,8932
55,AT004,15,0,right,ID001,right,towards,26,11636
55,AT004,16,0,left,ID022,left,towards,-17,8470
55,AT004,17,1,left,ID001,left,towards,-22,8006
55,AT004,18,2,left,ID022,left,towards,-26,10023
55,AT004,19,1,left,ID001,right,away,-18,7964
55,AT004,20,2,left,ID001,left,towards,-18,6745
55,AT004,21,1,right,ID001,right,towards,24,9015
55,AT004,22,0,left,ID001,right,away,-19,6984
55,AT004,23,3,right,ID001,right,towards,22,8032
55,AT004,24,3,right,ID022,right,towards,25,9014
55,AT004,25,2,right,ID022,left,away,25,9198
55,AT004,26,3,left,ID001,left,towards,-21,7203
55,AT004,27,1,right,ID022,right,towards,32,11502
55,AT004,28,2,right,ID001,right,towards,26,8492
55,AT004,29,1,right,ID022,left,away,22,7537
55,AT004,30,3,left,ID001,right,away,-19,6143
55,AT004,31,3,left,ID022,right,away,-19,6335
56,AT004,0,2,right,ID022,right,towards,6,144713
56,AT004,1,1,right,ID022,right,towards,5,29423
56,AT004,2,2,right,ID022,left,away,5,22432
56,AT004,3,0,left,ID022,right,away,-4,17278
56,AT004,4,2,right,ID001,right,towards,7,23191
56,AT004,5,0,left,ID001,left,towards,-5,17238
56,AT004,6,1,left,ID022,right,away,-12,14251
56,AT004,7,2,left,ID022,right,away,-7,11314
56,AT004,8,3,left,ID022,right,away,-6,10470
56,AT004,9,0,right,ID022,left,away,7,14429
56,AT004,10,2,left,ID022,left,towards,-5,21746
56,AT004,11,0,right,ID001,left,away,7,13968
56,AT004,12,3,left,ID001,left,towards,-5,14284
56,AT004,13,3,right,ID022,left,away,6,10687
56,AT004,14,1,left,ID022,left,towards,-4,9253
56,AT004,15,3,right,ID001,left,away,5,9236
56,AT004,16,3,right,ID001,right,towards,7,7521
56,AT004,17,2,left,ID001,left,towards,-4,7322
56,AT004,18,0,left,ID022,left,towards,-5,9141
56,AT004,19,1,right,ID001,left,away,8,7848
56,AT004,20,3,right,ID022,right,towards,9,17745
56,AT004,21,0,right,ID022,right,towards,6,10511
56,AT004,22,3,left,ID022,left,towards,-9,10810
56,AT004,23,2,left,ID001,right,away,-5,7084
56,AT004,24,1,right,ID022,left,away,7,8177
56,AT004,25,3,left,ID001,right,away,-9,7738
56,AT004,26,0,left,ID001,right,away,-5,6950
56,AT004,27,1,right,ID001,right,towards,8,6100
56,AT004,28,2,right,ID001,left,away,5,7862
56,AT004,29,1,left,ID001,left,towards,-7,7667
56,AT004,30,0,right,ID001,right,towards,5,7185
56,AT004,31,1,left,ID001,right,away,-9,10538
57,AT004,0,0,right,ID022,right,towards,0,9704
57,AT004,1,3,left,ID001,right,away,-18,9988
57,AT004,2,1,left,ID022,left,towards,-4,5767
57,AT004,3,1,right,ID022,left,away,0,499
57,AT004,4,1,right,ID001,right,towards,0,31
57,AT004,5,3,left,ID022,right,away,0,33
57,AT004,6,1,left,ID022,right,away,0,32
57,AT004,7,1,left,ID001,right,away,0,33
57,AT004,8,2,left,ID001,right,away,0,33
57,AT004,9,1,right,ID022,right,towards,7,3119
57,AT004,10,2,right,ID001,right,towards,5,1638
57,AT004,11,0,right,ID001,right,towards,10,2567
57,AT004,12,2,left,ID022,right,away,-8,2711
57,AT004,13,2,right,ID001,left,away,8,2447
57,AT004,14,2,left,ID001,left,towards,-32,3439
57,AT004,15,0,left,ID001,right,away,-29,2030
57,AT004,16,2,right,ID022,right,towards,30,2065
57,AT004,17,3,left,ID001,left,towards,-30,2558
57,AT004,18,0,left,ID022,left,towards,-29,2429
57,AT004,19,3,right,ID022,left,away,27,1991
57,AT004,20,3,right,ID001,left,away,29,1935
57,AT004,21,0,right,ID022,left,away,31,2039
57,AT004,22,3,left,ID022,left,towards,-31,3608
57,AT004,23,0,right,ID001,left,away,23,3206
57,AT004,24,1,left,ID001,left,towards,-22,6109
57,AT004,25,0,left,ID001,left,towards,-33,3751
57,AT004,26,3,right,ID001,right,towards,24,6910
57,AT004,27,1,right,ID001,left,away,24,2150
57,AT004,28,0,left,ID022,right,away,-27,2039
57,AT004,29,3,right,ID022,right,towards,31,2575
57,AT004,30,2,right,ID022,left,away,48,2895
57,AT004,31,2,left,ID022,left,towards,-21,1975
58,AT004,0,3,right,ID022,left,away,13,106015
58,AT004,1,0,left,ID001,left,towards,-13,11571
58,AT004,2,0,left,ID022,left,towards,-8,2862
58,AT004,3,1,left,ID022,right,away,-16,2988
58,AT004,4,2,left,ID022,left,towards,-6,2270
58,AT004,5,3,right,ID022,right,towards,23,2033
58,AT004,6,1,right,ID022,left,away,17,4276
58,AT004,7,0,right,ID001,left,away,8,1917
58,AT004,8,0,right,ID022,right,towards,7,2099
58,AT004,9,2,right,ID001,left,away,6,2063
58,AT004,10,1,left,ID022,left,towards,-17,2490
58,AT004,11,0,left,ID001,right,away,-11,5634
58,AT004,12,3,left,ID022,left,towards,-31,3932
58,AT004,13,1,left,ID001,right,away,-23,2670
58,AT004,14,1,left,ID001,left,towards,-27,2674
58,AT004,15,3,left,ID022,right,away,-30,2520
58,AT004,16,0,left,ID022,right,away,-9,1966
58,AT004,17,3,right,ID001,left,away,34,2429
58,AT004,18,2,right,ID001,right,towards,8,3140
58,AT004,19,3,left,ID001,left,towards,-26,2389
58,AT004,20,1,right,ID001,right,towards,25,5730
58,AT004,21,2,left,ID001,right,away,-8,2006
58,AT004,22,2,left,ID022,right,away,-9,1723
58,AT004,23,2,right,ID022,right,towards,13,1934
58,AT004,24,1,right,ID001,left,away,26,2560
58,AT004,25,3,left,ID001,right,away,-24,2078
58,AT004,26,2,right,ID022,left,away,8,1617
58,AT004,27,2,left,ID001,left,towards,-9,3177
58,AT004,28,0,right,ID001,right,towards,10,7283
58,AT004,29,3,right,ID001,right,towards,21,2474
58,AT004,30,0,right,ID022,left,away,12,2200
58,AT004,31,1,right,ID022,right,towards,28,2714
59,AT004,0,3,left,ID001,right,away,-23,190254
59,AT004,1,0,right,ID022,right,towards,37,8159
59,AT004,2,3,right,ID022,right,towards,38,7478
59,AT004,3,3,left,ID022,left,towards,-44,5376
59,AT004,4,0,right,ID022,left,away,35,8819
59,AT004,5,2,right,ID001,right,towards,37,5035
59,AT004,6,1,left,ID001,right,away,-39,4437
59,AT004,7,2,right,ID022,right,towards,45,4657
59,AT004,8,0,right,ID001,right,towards,42,5168
59,AT004,9,3,left,ID022,right,away,-41,4144
59,AT004,10,2,left,ID022,right,away,-39,4691
59,AT004,11,0,left,ID001,left,towards,-31,3647
59,AT004,12,1,right,ID001,left,away,38,4594
59,AT004,13,1,right,ID001,right,towards,39,4893
59,AT004,14,1,left,ID022,left,towards,-38,4383
59,AT004,15,2,left,ID001,left,towards,-38,4846
59,AT004,16,0,left,ID022,left,towards,-42,4881
59,AT004,17,0,left,ID022,right,away,-42,4791
59,AT004,18,3,right,ID022,left,away,40,4267
59,AT004,19,1,left,ID022,right,away,-42,5281
59,AT004,20,3,right,ID001,right,towards,41,7926
59,AT004,21,2,right,ID001,left,away,40,4119
59,AT004,22,3,left,ID001,left,towards,-42,4139
59,AT004,23,0,right,ID001,left,away,43,4323
59,AT004,24,2,left,ID022,left,towards,-46,5235
59,AT004,25,2,left,ID001,right,away,-46,5085
59,AT004,26,3,right,ID001,left,away,47,4155
59,AT004,27,1,right,ID022,right,towards,49,5126
59,AT004,28,2,right,ID022,left,away,45,4711
59,AT004,29,1,right,ID022,left,away,46,5208
59,AT004,30,1,left,ID001,left,towards,-42,4270
59,AT004,31,0,left,ID001,right,away,-46,5659
60,AT004,0,3,left,ID022,left,towards,51,92261
60,AT004,1,3,right,ID001,left,away,45,5438
60,AT004,2,0,left,ID022,right,away,-59,7807
60,AT004,3,0,left,ID001,left,towards,57,4839
60,AT004,4,2,left,ID022,right,away,-58,5375
60,AT004,5,0,right,ID001,right,towards,-60,4072
60,AT004,6,1,right,ID001,right,towards,-50,5127
60,AT004,7,2,right,ID001,right,towards,-58,4607
60,AT004,8,0,left,ID022,left,towards,54,4271
60,AT004,9,0,right,ID001,left,away,56,4783
60,AT004,10,2,right,ID001,left,away,55,4296
60,AT004,11,3,left,ID001,right,away,-61,3846
60,AT004,12,1,left,ID022,right,away,-59,3903
60,AT004,13,0,right,ID022,left,away,56,3959
60,AT004,14,1,left,ID001,left,towards,56,4094
60,AT004,15,2,left,ID001,right,away,-57,4025
60,AT004,16,3,right,ID001,right,towards,-54,4118
60,AT004,17,3,left,ID022,right,away,-59,3817
60,AT004,18,2,right,ID022,left,away,58,4335
60,AT004,19,3,right,ID022,left,away,66,4190
60,AT004,20,0,right,ID022,right,towards,-52,3672
60,AT004,21,3,left,ID001,left,towards,64,3993
60,AT004,22,3,right,ID022,right,towards,60,3919
60,AT004,23,2,right,ID022,right,towards,61,3831
60,AT004,24,1,right,ID001,left,away,65,4671
60,AT004,25,2,left,ID022,left,towards,62,4327
60,AT004,26,2,left,ID001,left,towards,60,4215
60,AT004,27,1,left,ID001,right,away,-60,5239
60,AT004,28,1,left,ID022,left,towards,62,4399
60,AT004,29,1,right,ID022,right,towards,-49,4775
60,AT004,30,0,left,ID001,right,away,-52,3583
60,AT004,31,1,right,ID022,left,away,57,3903
61,AT004,0,3,right,ID001,left,away,0,216058
61,AT004,1,0,right,ID001,right,towards,10,11900
61,AT004,2,1,left,ID001,right,away,-17,8599
61,AT004,3,0,right,ID022,right,towards,17,12639
61,AT004,4,2,left,ID022,left,towards,-24,5256
61,AT004,5,3,right,ID022,left,away,34,5952
61,AT004,6,2,right,ID001,right,towards,20,4714
61,AT004,7,3,left,ID001,left,towards,-30,6318
61,AT004,8,0,left,ID022,left,towards,-16,14983
61,AT004,9,1,left,ID022,left,towards,-19,3913
61,AT004,10,0,left,ID022,right,away,-16,7079
61,AT004,11,2,left,ID001,right,away,-18,4118
61,AT004,12,2,left,ID001,left,towards,-22,6153
61,AT004,13,0,left,ID001,left,towards,-16,8135
61,AT004,14,2,right,ID001,left,away,12,4663
61,AT004,15,3,left,ID001,right,away,-18,3241
61,AT004,16,3,left,ID022,right,away,-21,7382
61,AT004,17,1,left,ID001,left,towards,-14,3759
61,AT004,18,3,left,ID022,left,towards,-17,5937
61,AT004,19,1,left,ID022,right,away,-12,5294
61,AT004,20,1,right,ID022,right,towards,10,4488
61,AT004,21,2,left,ID022,right,away,-13,6432
61,AT004,22,3,right,ID022,right,towards,15,5518
61,AT004,23,1,right,ID001,left,away,9,4671
61,AT004,24,2,right,ID022,right,towards,10,4016
61,AT004,25,1,right,ID022,left,away,13,4985
61,AT004,26,3,right,ID001,right,towards,16,5704
61,AT004,27,2,right,ID022,left,away,9,3703
61,AT004,28,0,right,ID022,left,away,11,4657
61,AT004,29,1,right,ID001,right,towards,16,5071
61,AT004,30,0,left,ID001,right,away,-7,3247
61,AT004,31,0,right,ID001,left,away,7,3616
62,AT004,0,0,right,ID001,left,away,19,143640
62,AT004,1,0,right,ID022,right,towards,0,2916
62,AT004,2,3,right,ID001,right,towards,33,20833
62,AT004,3,1,left,ID022,right,away,-18,9120
62,AT004,4,2,right,ID001,left,away,18,4265
62,AT004,5,2,left,ID001,right,away,-21,4012
62,AT004,6,3,left,ID022,right,away,-53,8598
62,AT004,7,2,right,ID001,right,towards,33,2937
62,AT004,8,0,left,ID001,left,towards,-24,2549
62,AT004,9,1,right,ID001,right,towards,35,2816
62,AT004,10,3,right,ID022,left,away,50,3700
62,AT004,11,2,right,ID022,right,towards,31,3182
62,AT004,12,1,left,ID001,left,towards,-45,3237
62,AT004,13,1,left,ID001,right,away,-42,2687
62,AT004,14,1,left,ID022,left,towards,-37,2589
62,AT004,15,3,right,ID001,left,away,52,3199
62,AT004,16,1,right,ID022,left,away,-25,2200
62,AT004,17,0,right,ID022,left,away,39,3843
62,AT004,18,3,left,ID022,left,towards,-48,3138
62,AT004,19,0,left,ID022,left,towards,-37,2835
62,AT004,20,2,left,ID001,left,towards,-26,3707
62,AT004,21,0,left,ID022,right,away,-29,2603
62,AT004,22,3,left,ID001,right,away,-58,3442
62,AT004,23,1,right,ID022,right,towards,31,3336
62,AT004,24,0,left,ID001,right,away,-35,3976
62,AT004,25,1,right,ID001,left,away,37,2724
62,AT004,26,2,left,ID022,left,towards,-45,3301
62,AT004,27,2,right,ID022,left,away,39,2682
62,AT004,28,3,right,ID022,right,towards,53,3024
62,AT004,29,2,left,ID022,right,away,-39,2674
62,AT004,30,0,right,ID001,right,towards,38,2750
62,AT004,31,3,left,ID001,left,towards,-45,2718
63,AT004,0,0,left,ID022,left,towards,0,99887
63,AT004,1,1,right,ID022,right,towards,0,1667
63,AT004,2,2,right,ID022,left,away,0,743
63,AT004,3,0,left,ID022,right,away,0,575
63,AT004,4,2,left,ID001,left,towards,0,473
63,AT004,5,1,left,ID001,left,towards,0,463
63,AT004,6,3,left,ID001,right,away,0,520
63,AT004,7,0,right,ID022,left,away,0,446
63,AT004,8,0,left,ID001,left,towards,0,359
63,AT004,9,2,right,ID001,right,towards,0,296
63,AT004,10,1,left,ID022,right,away,0,670
63,AT004,11,2,left,ID022,right,away,0,296
63,AT004,12,3,left,ID022,right,away,0,280
63,AT004,13,0,right,ID022,right,towards,0,286
63,AT004,14,0,left,ID001,right,away,0,264
63,AT004,15,0,right,ID001,left,away,0,304
63,AT004,16,2,left,ID022,left,towards,0,255
63,AT004,17,3,right,ID001,left,away,0,280
63,AT004,18,1,left,ID001,right,away,0,263
63,AT004,19,3,right,ID001,right,towards,0,247
63,AT004,20,1,left,ID022,left,towards,0,287
63,AT004,21,0,right,ID001,right,towards,0,255
63,AT004,22,2,left,ID001,right,away,0,278
63,AT004,23,3,left,ID022,left,towards,0,288
63,AT004,24,3,right,ID022,left,away,0,311
63,AT004,25,2,right,ID022,right,towards,0,272
63,AT004,26,1,right,ID001,left,away,0,304
63,AT004,27,3,left,ID001,left,towards,0,295
63,AT004,28,2,right,ID001,left,away,0,295
63,AT004,29,1,right,ID001,right,towards,0,296
63,AT004,30,1,right,ID022,left,away,0,278
63,AT004,31,3,right,ID022,right,towards,0,248
63,AT004,32,3,right,ID022,right,towards,0,503
64,AT004,0,2,right,ID001,left,away,6,166282
64,AT004,1,0,left,ID001,left,towards,-6,33516
64,AT004,2,0,right,ID022,right,towards,5,13122
64,AT004,3,2,left,ID001,right,away,-4,7549
64,AT004,4,3,right,ID001,right,towards,6,12119
64,AT004,5,2,left,ID022,left,towards,-4,16276
64,AT004,6,0,left,ID022,right,away,3,9787
64,AT004,7,1,right,ID001,right,towards,4,9984
64,AT004,8,0,right,ID022,left,away,4,11848
64,AT004,9,1,left,ID022,right,away,-5,9076
64,AT004,10,1,right,ID022,right,towards,5,14392
64,AT004,11,0,left,ID001,right,away,-3,9588
64,AT004,12,3,right,ID022,right,towards,4,9736
64,AT004,13,2,right,ID022,left,away,3,7048
64,AT004,14,0,right,ID001,left,away,4,10184
64,AT004,15,1,right,ID022,left,away,4,9664
64,AT004,16,3,right,ID001,left,away,3,7720
64,AT004,17,1,left,ID022,left,towards,-3,5511
64,AT004,18,1,left,ID001,left,towards,-4,7003
64,AT004,19,2,left,ID022,right,away,-4,13484
64,AT004,20,2,right,ID022,right,towards,4,9021
64,AT004,21,3,left,ID001,right,away,-4,16632
64,AT004,22,0,left,ID022,left,towards,-3,9164
64,AT004,23,1,right,ID001,left,away,3,6224
64,AT004,24,3,left,ID022,right,away,-3,8063
64,AT004,25,2,left,ID001,left,towards,-3,8669
64,AT004,26,3,left,ID022,left,towards,-4,7743
64,AT004,27,3,right,ID022,left,away,4,9045
64,AT004,28,3,left,ID001,left,towards,-4,14444
64,AT004,29,0,right,ID001,right,towards,3,5216
64,AT004,30,2,right,ID001,right,towards,4,5999
64,AT004,31,1,left,ID001,right,away,-3,7845
65,AT004,0,0,left,ID022,left,towards,-11,143797
65,AT004,1,0,left,ID001,left,towards,-12,9583
65,AT004,2,0,left,ID022,right,away,-12,20529
65,AT004,3,0,left,ID001,right,away,-13,8735
65,AT004,4,0,right,ID001,left,away,10,7552
65,AT004,5,0,right,ID022,left,away,10,8175
65,AT004,6,0,right,ID001,right,towards,11,9280
65,AT004,7,0,right,ID022,right,towards,11,10464
65,AT004,8,1,left,ID001,left,towards,-23,11249
65,AT004,9,1,left,ID022,left,towards,-24,14799
65,AT004,10,1,left,ID001,right,away,-24,13391
65,AT004,11,1,left,ID022,right,away,-23,14880
65,AT004,12,1,right,ID001,left,away,19,4384
65,AT004,13,1,right,ID022,left,away,18,9808
65,AT004,14,1,right,ID001,right,towards,21,13136
65,AT004,15,1,right,ID022,right,towards,20,9216
65,AT004,16,2,left,ID001,right,away,-33,8768
65,AT004,17,2,left,ID022,right,away,-30,8000
65,AT004,18,2,left,ID001,left,towards,-31,7521
65,AT004,19,2,left,ID022,left,towards,-34,7456
65,AT004,20,2,right,ID001,right,towards,28,8767
65,AT004,21,2,right,ID001,left,away,28,7264
65,AT004,22,2,right,ID022,left,away,26,6240
65,AT004,23,2,right,ID022,right,towards,26,8159
65,AT004,24,3,right,ID022,left,away,42,11936
65,AT004,25,3,right,ID022,right,towards,45,7121
65,AT004,26,3,right,ID001,left,away,39,11775
65,AT004,27,3,left,ID001,left,towards,-36,10256
65,AT004,28,3,left,ID001,right,away,-39,6481
65,AT004,29,3,left,ID022,left,towards,-41,5231
65,AT004,30,3,left,ID022,right,away,-40,6720
65,AT004,31,3,right,ID001,right,towards,40,7664
66,AT004,0,1,left,ID022,right,away,-21,126468
66,AT004,1,3,left,ID022,right,away,-34,4701
66,AT004,2,0,left,ID001,left,towards,-25,4619
66,AT004,3,1,left,ID022,left,towards,-30,4240
66,AT004,4,0,left,ID022,right,away,-27,3934
66,AT004,5,3,left,ID001,left,towards,-47,6437
66,AT004,6,0,right,ID022,left,away,27,9741
66,AT004,7,1,right,ID001,left,away,37,3354
66,AT004,8,1,right,ID022,left,away,41,3679
66,AT004,9,3,right,ID022,left,away,50,4410
66,AT004,10,3,right,ID022,right,towards,53,4831
66,AT004,11,3,right,ID001,right,towards,59,5317
66,AT004,12,3,left,ID001,right,away,-50,4976
66,AT004,13,0,right,ID001,right,towards,32,4423
66,AT004,14,3,left,ID022,left,towards,-44,3556
66,AT004,15,2,left,ID001,right,away,-37,5769
66,AT004,16,3,right,ID001,left,away,51,3332
66,AT004,17,2,right,ID001,right,towards,39,7228
66,AT004,18,1,left,ID001,right,away,-43,3596
66,AT004,19,2,left,ID001,left,towards,-37,3343
66,AT004,20,0,right,ID001,left,away,45,3013
66,AT004,21,0,right,ID022,right,towards,43,3263
66,AT004,22,2,right,ID022,left,away,50,3567
66,AT004,23,1,right,ID001,right,towards,48,3447
66,AT004,24,2,right,ID001,left,away,51,3796
66,AT004,25,0,left,ID022,left,towards,-45,2981
66,AT004,26,2,left,ID022,left,towards,-41,2985
66,AT004,27,1,left,ID001,left,towards,-43,3666
66,AT004,28,2,left,ID022,right,away,-49,3057
66,AT004,29,1,right,ID022,right,towards,47,3275
66,AT004,30,0,left,ID001,right,away,-46,3099
66,AT004,31,2,right,ID022,right,towards,49,3107
67,AT004,0,2,right,ID022,left,away,0,107620
67,AT004,1,2,left,ID001,left,towards,-2,21218
